items,item_utilities,item_probabilities
90 273 323 833 862 1505 1532 1548,308 654 1400 1195 819 1100 556 200,0.91 0.56 0.44 0.85 0.02 0.72 0.33 0.02
190 357 429 839 1222 1232 1245,1122 540 604 198 735 339 696,0.38 0.69 0.92 0.22 0.7 0.17 0.26
154 171 493 809 1442,588 885 792 366 328,0.2 0.03 0.06 0.41 0.62
489 1117,723 1092,0.87 0.6
279 345 1128 1134 1288 1471,564 422 1044 364 276 465,0.17 0.15 0.36 0.48 0.88 0.42
126 1035 1264 1468,483 222 940 378,0.61 0.64 0.77 0.57
553 1314,573 192,0.07 0.07
74 166 320 503 578,628 494 1304 744 1145,0.65 0.52 0.73 0.68 0.38
207 257,248 159,0.68 0.78
155 215 904,1143 158 300,0.63 0.14 0.63
451 827,356 285,0.96 0.21
82 764,540 1524,0.77 0.92
109 308 421 891 1097,1580 436 1180 741 430,0.65 0.96 0.66 0.2 0.88
98 148 425 442 571 714,732 1185 384 672 375 810,0.31 0.57 0.01 0.22 0.25 0.56
190 833 876 1159 1305 1455,1496 478 342 1512 171 505,0.42 0.83 0.78 0.62 0.45 0.48
310 327 397 447 863 869 1013,304 240 270 1440 894 636 465,0.49 0.13 0.22 0.84 0.12 0.96 0.24
39 195 395 921 978 998,622 708 666 270 320 375,0.96 0.13 0.77 0.43 0.85 0.08
649 961 1065,765 393 752,0.46 0.09 0.09
713 759 896 1262,1384 756 1340 304,0.86 0.87 0.49 0.79
120 436,678 612,0.1 0.84
729 908 991 1212,688 276 650 159,0.43 0.83 0.85 0.73
118 218 245 754 1054 1087 1116,444 1376 298 1028 740 498 1011,0.87 0.21 0.78 0.65 0.3 0.9 0.39
248 614 681 891 897 1051 1097,258 1134 690 988 162 156 645,0.45 0.67 0.64 0.98 0.27 0.52 0.81
82 508 675 685 1330 1550,540 1516 718 612 266 362,0.68 0.5 0.44 0.94 0.68 0.75
816 1242 1299 1409 1492,687 396 827 106 608,0.28 0.03 0.18 0.17 0.25
14 380 447 1229 1236 1389,579 244 864 390 996 789,0.13 0.51 0.83 0.1 0.48 0.85
131 1040 1269 1473,720 396 1191 708,0.53 0.5 0.84 0.73
206 266 289 545 921 1027 1031,422 486 274 290 405 693 242,0.48 0.92 0.26 0.43 0.31 0.01 0.53
10 309 342 359 459 486,426 724 300 396 128 342,0.6 0.07 0.93 0.24 0.9 0.16
568 602 1190 1290 1317,666 428 520 963 451,0.82 0.27 0.2 0.42 0.2
152 641 701 785 891 1394 1467,867 796 150 455 741 505 776,0.72 0.19 0.63 0.92 0.84 0.54 0.54
57 356 389 1392 1492 1519,183 708 716 415 455 243,0.43 0.38 0.56 0.17 0.51 0.4
397 607 670 907 940 957 1056,405 834 716 1368 1136 891 1172,0.92 0.91 0.42 0.58 0.02 0.58 0.59
647 653 1423,1096 1112 711,0.84 0.65 0.82
432 588 788 1314 1371 1437,470 616 165 128 988 522,0.3 0.97 0.69 0.65 0.76 0.73
905,932,0.12
59 546 1361,420 834 543,0.44 0.12 0.58
109 143 170 286 519 1029 1472,1185 738 960 426 1528 672 880,0.39 0.47 0.48 0.9 0.16 0.81 0.38
877 1220,632 780,0.02 0.04
261,1014,0.54
48 574 991 1174 1250 1450 1540,376 1068 650 681 1080 554 1408,0.55 0.36 0.24 0.08 0.95 0.02 0.47
42 125 624 1434 1490 1494,846 927 984 279 280 504,0.3 0.06 0.41 0.97 0.24 0.87
94 776,186 1556,0.45 0.16
433 903 1109 1265 1465,522 1008 110 288 558,0.22 0.68 0.65 0.55 0.25
120 137 208 258 680 823,451 1110 741 516 441 1029,0.59 0.16 0.14 0.24 0.35 0.87
147 590 836 863 1233 1546,128 772 472 1192 146 122,0.69 0.6 0.88 0.51 0.39 0.28
304 320 391 441 857 863 1007,567 977 393 227 666 596 681,0.06 0.81 0.17 0.25 0.23 0.61 0.39
422 578 777 967 1252 1304 1360,1101 916 1116 183 455 200 484,0.72 0.95 0.58 0.42 0.4 0.64 0.86
143 147 962,738 128 374,0.4 0.69 0.36
217 727 756 1043 1365 1399 1426 1542,136 573 803 471 159 712 1496 190,0.18 0.37 0.67 0.91 0.01 0.8 0.36 0.37
625 824 835 1041 1351,483 633 1047 142 501,0.15 0.87 0.07 0.23 0.19
42 515 958,846 382 544,0.6 0.03 0.33
339 728 772 982 988 1281 1431,420 944 776 1152 1805 1108 564,0.09 0.25 0.31 0.24 0.76 0.22 0.69
83 173 474 1129 1181 1365,1164 572 1056 729 531 159,0.72 0.69 0.48 0.18 0.53 0.93
25 541 907 930 1389 1500,465 564 1026 592 789 723,0.71 0.23 0.87 0.03 0.16 0.31
105 161 471 484 650 1480 1526,1116 455 249 1092 310 288 495,0.48 0.25 0.6 0.03 0.57 0.27 0.89
37 409 580 642 1218 1278 1468,318 1173 723 498 549 846 252,0.2 0.11 0.82 0.7 0.82 0.4 0.18
47 76 197 719 763 1045,1028 676 582 490 765 1110,0.96 0.23 0.26 0.55 0.37 0.8
284 333 610 627 749 756 899,297 528 681 509 801 536 576,0.55 0.42 0.36 0.87 0.42 0.5 0.75
82 281 808 885 1278 1461 1484,810 789 417 276 564 768 132,0.58 0.69 0.07 0.66 0.72 0.92 0.4
39 352 855 1525,1244 268 964 1179,0.3 0.59 0.76 0.67
522,488,1.0
871 1398 1454,508 630 1356,0.14 0.92 0.79
616 1098 1208 1292,266 556 1148 999,0.89 0.27 0.84 0.97
4 104 131 640 940 973 1416,1092 778 960 777 1136 536 1112,0.21 0.5 0.27 0.95 0.34 0.53 0.74
270 437 520 1019,224 394 280 374,0.46 0.24 0.31 0.48
1087 1343,332 287,0.68 0.52
417 600 877 966,544 462 316 498,0.21 0.55 0.37 0.78
20 263 812 1002 1395,556 380 334 276 590,0.5 0.87 0.37 0.4 0.65
602 629 929 945 1074 1218 1551,214 110 106 455 626 366 231,0.88 0.6 0.45 0.15 0.51 0.42 0.17
133 194 310 543 639,70 336 152 164 656,0.17 0.81 0.12 0.56 0.96
75 464 508 718 724 1167,136 356 379 463 588 470,0.12 0.38 0.15 0.78 0.69 0.74
146 246 369 669 702 785 1418 1455,766 642 459 360 768 227 161 505,0.95 0.52 0.51 0.53 0.61 0.45 0.66 0.27
982,864,0.59
277 710 926,241 119 112,0.41 0.96 0.82
11 160 1015 1103 1153 1465,351 426 438 229 52 558,0.46 0.77 0.89 0.85 0.62 0.59
8 241 751 1194 1390 1450,518 291 657 843 573 554,0.46 0.37 0.83 0.8 0.86 0.11
162 942 965 1121 1204 1424,285 234 153 774 216 782,0.46 0.8 0.83 0.38 0.47 0.16
621,417,0.64
103 519 978 1068,190 1146 160 211,0.59 0.83 0.4 0.9
1302 1492,185 304,0.03 0.97
341 408 618 624 778 1533,554 440 280 492 544 500,0.77 0.92 0.93 0.69 0.36 0.89
185 435 535 562 957 990,113 283 284 118 594 312,0.11 0.58 0.33 0.57 0.17 0.5
155 232 625 808 1187,381 263 322 278 440,0.87 0.68 0.37 0.81 0.69
157 305 549 782 1004 1100 1320,590 339 336 234 574 72 532,0.06 0.39 1.0 0.36 0.87 0.45 0.48
180 297 534 1356,138 180 338 320,0.96 0.17 0.13 0.12
11 248 281 298 621,702 172 263 283 278,0.69 0.63 0.29 0.16 0.82
68 856 923 1060 1372 1476,712 478 432 574 747 451,0.33 0.3 0.52 0.26 0.55 0.04
188 304,258 378,0.77 0.82
28 365 421 604 847 1396,782 792 590 250 384 530,0.44 0.27 0.29 0.95 0.94 0.78
895 1238,65 294,0.85 0.93
23 279 656 766,350 564 770 62,0.9 0.23 0.99 0.55
487 603 836,520 369 118,0.13 0.92 0.13
903 1146,252 257,0.55 0.16
60 659 1025 1308 1462 1508,532 642 434 516 219 1062,0.07 0.19 0.95 0.4 0.98 0.53
518 618 1040 1074,272 140 132 626,0.73 0.38 0.29 0.2
352 395 678 974 1267,134 222 1107 237 320,0.01 0.46 0.91 0.86 0.4
626 649,129 509,0.19 0.78
144 304 932 999 1015 1086 1136 1552,51 189 159 542 438 252 722 270,0.28 0.89 0.01 0.92 0.45 0.79 0.91 0.18
280 563 1116 1273,181 168 252 662,0.02 0.01 0.86 0.64
43 850 925 1239 1408 1499 1518,167 133 76 227 265 139 352,0.79 0.56 0.04 0.5 0.29 0.28 0.45
26 459 1241 1248,176 64 596 666,0.88 0.95 0.96 0.87
13 213 739 795 1415,530 112 238 96 380,0.63 0.25 0.51 0.68 0.36
1274,393,0.8
63,1180,0.85
383 1005 1105,550 548 740,0.28 0.9 0.31
196 839,741 198,0.61 0.57
132 165 181 281 308 918 1390,384 350 186 789 436 891 764,0.77 0.02 0.81 0.04 0.27 0.91 0.29
1307 1430,264 1008,0.21 0.85
52 495 1138 1165 1181 1464 1514,434 351 732 846 531 888 174,0.6 0.89 0.96 0.34 0.78 0.21 0.73
518 655 1071 1221,544 693 792 596,0.62 0.07 0.02 0.62
570 790 1069 1306 1472,864 231 227 741 880,0.25 0.41 0.84 0.37 0.63
414 630,554 1120,0.15 0.24
833 1376,717 672,0.02 0.1
251 1176 1432,1220 684 720,0.02 0.36 0.79
1 101 284 334 844 1287 1516 1543,570 216 297 312 993 420 1344 744,0.7 0.46 0.71 0.83 0.61 0.25 0.81 0.62
559 563 941 952 1378 1468,1134 336 1580 873 146 378,0.45 0.1 0.11 0.13 0.99 0.74
46 123 516 1492,1032 1536 740 608,0.19 0.05 0.21 0.86
67 196 340 439 672 1282 1309,744 741 126 1400 668 1032 1384,0.87 0.44 0.21 0.66 0.96 0.56 0.27
266 476 520 736 803 942 1098,810 1456 1120 639 1053 468 556,0.24 0.6 0.99 0.17 0.09 0.49 0.73
290 817 1445,509 504 222,0.53 0.6 0.21
607,834,0.84
424 1029 1066 1539,434 504 578 716,0.84 0.52 0.31 0.78
66 265 376 459 975 1341 1364,1376 1083 681 128 752 1035 320,0.02 0.27 0.67 0.28 0.64 0.72 0.15
595 918 1084,568 891 548,0.18 0.25 0.36
80 569 712 1321 1394,1452 948 1161 747 759,0.54 0.91 0.28 0.66 0.34
593 903,561 1008,0.1 0.37
398 404 760 1419,320 625 748 166,0.48 0.98 0.21 0.78
38 281 830 1020 1413,524 789 735 204 1352,0.05 0.91 0.22 0.98 0.18
767 1044 1183 1333,434 381 462 372,0.85 0.91 0.8 0.24
27 37 682 903 1418,795 636 183 504 322,0.66 0.08 0.98 0.94 0.19
93 482 526 742,384 292 900 494,0.98 0.98 0.85 0.51
363 401 473 650 883 1206 1289,546 140 365 310 1160 1029 484,0.97 0.04 0.03 0.92 0.21 0.92 0.26
68 101 118 217 912 1116 1332,712 288 592 204 789 759 206,0.29 0.94 0.77 0.8 0.7 0.61 0.2
226 292 1081 1235 1280 1418,304 543 873 276 411 322,0.7 0.37 0.84 0.35 0.89 0.71
73 273 568 1348 1371 1415,699 436 666 741 741 1140,0.73 0.38 0.93 0.1 0.39 0.37
21 111 177 704 1120 1303 1380,466 1392 332 652 513 204 1448,0.1 0.11 0.94 0.37 0.08 0.6 0.77
102 158 162 268 351 851 1084,980 316 570 346 552 753 411,0.17 0.98 0.1 0.43 0.84 0.9 0.47
75 518 1160 1187 1204 1487 1537,204 408 1104 660 648 475 819,0.7 0.45 0.96 0.19 0.66 0.15 0.55
249 387 952,476 723 873,0.3 0.7 0.15
297 969,270 704,0.01 0.45
367 373 523 816 1089 1372 1459,1396 827 516 687 494 747 572,0.24 1.0 0.13 0.92 0.27 0.9 0.42
685 997 1101,459 1316 1048,0.09 0.67 0.94
652 835 1201,668 1396 1685,0.73 0.24 0.06
925 1114 1451 1507,227 1026 324 736,0.93 0.36 0.23 0.79
159 1081 1139,342 873 572,0.36 0.94 0.75
402 702 735 1324 1424 1451,451 1152 441 1655 1173 324,0.76 0.3 0.5 0.31 0.37 0.05
1015,1095,0.12
545 1454,290 1017,0.15 0.74
722 772 1049 1065 1188 1338,849 776 1572 752 537 666,0.76 0.21 0.51 0.52 0.57 0.33
814 1456 1500,346 549 964,0.15 0.67 0.61
98 487 531 741 747 1190,915 780 240 146 732 520,0.47 0.25 0.7 0.39 0.76 0.19
95 755 877 884 1037 1221,438 894 316 1040 174 447,0.9 0.57 0.77 0.73 0.56 0.54
222,1580,0.06
1189 1245 1356 1439,227 696 640 450,0.76 0.17 0.12 0.59
443 542 1379 1412,399 453 384 549,0.69 0.01 0.3 0.69
577 633 1253 1409,786 222 513 159,0.8 0.15 0.31 0.88
57 184 556 727 789 1365 1399 1426,183 680 975 382 1086 106 712 1122,0.86 0.16 0.5 0.93 0.74 0.37 0.13 0.5
53 252 365 835 1041,1444 542 1584 1047 142,0.55 0.64 0.6 0.99 0.28
140 466 483 612 755,546 526 582 714 1192,0.06 0.24 0.87 0.2 0.16
79 395 522 1132 1192 1308 1541,528 888 326 664 392 774 885,0.83 0.74 0.27 0.57 0.78 0.82 0.13
254 271 341 391 807 813 957,224 948 831 524 423 290 891,0.63 0.57 0.81 0.22 0.04 0.47 0.62
372 528 728 1254 1310 1331 1493,1592 384 378 1101 1592 1370 1584,0.91 0.75 0.67 0.68 0.15 0.26 0.68
278 384 388 1121 1204 1460,1344 216 940 774 864 1065,0.07 0.97 0.56 0.69 0.69 1.0
64 137 380 1012 1119,644 1110 366 827 1268,0.97 0.42 0.14 0.38 0.84
34 683 866 1066 1076 1282,844 1080 1384 1156 1620 1720,0.33 0.58 0.83 0.79 0.22 0.18
440 1010,134 795,0.48 0.64
174 607 817 823 1116 1266,513 1112 672 1372 1011 354,0.71 0.46 0.08 0.64 0.27 0.85
74 733 856 1156,471 585 717 910,0.33 0.11 0.68 0.38
354 431 824 837 1007 1386,675 192 633 324 908 492,0.74 0.44 0.85 0.08 0.81 0.37
516 1145,555 471,0.6 0.4
306 373 1155 1161 1315 1498,792 552 752 718 534 690,0.64 0.96 0.67 0.26 0.59 0.56
154 1063 1292 1495,588 636 999 1044,0.36 0.02 0.48 0.15
580 1342,964 1119,0.63 0.99
193 347 393 530 896,736 360 448 1504 1072,0.71 0.93 0.16 0.53 0.66
235 285,710 558,0.03 0.42
85 834,544 592,0.17 0.97
368 378 805 1543 1547,455 555 1152 744 1190,0.02 0.67 0.35 0.46 0.09
9 149 627 719 1031 1210 1285,484 747 509 490 242 680 561,0.36 0.1 0.57 0.27 0.22 0.34 0.7
284 667 677 690 1359 1432,297 798 592 288 248 540,0.05 0.65 0.72 0.3 0.45 0.37
242 254 425 803 887 1407 1496,1036 224 384 1053 540 189 494,0.24 0.79 0.34 0.98 0.1 0.73 0.03
63 100 350 872 905,885 585 326 756 699,0.63 0.36 0.41 0.08 0.68
30 50 140 213 456 1005 1088 1359,564 1580 546 168 1068 822 996 248,0.59 0.01 0.07 0.79 0.59 0.89 0.44 0.54
314 380 626 1162 1169 1323 1368 1506,740 244 258 476 596 1176 1420 686,0.05 0.94 0.81 0.39 0.18 0.59 0.21 0.89
251 422 484 1061 1094 1121 1437,976 1101 728 664 1131 774 348,0.4 0.97 0.8 0.31 0.92 0.53 0.51
16 136 448 658 702 918 985 1124,1149 774 462 536 1152 594 216 243,0.2 0.72 0.71 0.51 0.14 0.77 0.81 0.98
24 107 777 850 1026 1153 1549,865 543 1488 532 1065 260 760,0.25 0.87 0.57 0.61 1.0 0.68 0.99
8 108 574 963 1007 1217 1223 1517,1295 876 1335 960 908 508 177 231,0.39 1.0 0.93 0.35 0.26 0.16 0.82 0.71
709,113,0.51
206 489 576 1042 1198 1492,422 964 210 229 1029 455,0.67 0.76 0.83 0.1 0.37 0.4
54 70 141 757,1172 194 1572 441,0.43 0.46 0.33 0.02
157 203 707,885 252 561,0.87 0.57 0.24
430 619 1012 1196 1439,360 675 827 584 600,0.13 0.44 0.59 0.3 0.26
178 189 255 395 544 705 1354 1537,532 1035 192 666 1180 352 592 546,0.09 0.18 0.94 0.42 0.4 0.35 0.67 0.99
812 1421,668 568,0.95 0.65
542,302,0.18
519 569 845 862 985 991 1135 1295,764 1264 426 819 216 650 392 370,0.3 0.64 0.02 0.59 0.14 0.97 0.5 0.25
138 1120 1526,810 513 495,0.36 0.74 0.87
111 334 687 937 1436,1044 156 388 1083 276,0.27 0.94 0.82 0.7 0.24
834 1017 1294 1383,592 867 344 777,0.05 0.51 0.75 0.97
558 1508,320 708,0.04 0.99
560 1042 1152 1236,240 459 1052 996,0.96 0.85 0.64 0.89
94 239 339 366 876 882 1175 1209,248 663 280 708 513 996 346 810,0.43 0.37 0.3 0.11 0.6 0.86 0.13 0.99
74 353 1150 1162 1329 1412,471 628 638 476 495 366,0.94 0.61 0.56 0.15 0.9 0.81
16 338 505 1380 1470,1149 171 501 724 482,0.64 0.15 0.59 0.34 0.66
1214,396,0.95
69 153 279 408 652 885 1461 1521,620 544 1128 660 501 413 768 210,0.6 0.61 0.33 0.11 0.82 0.08 0.77 0.08
460 930 1136 1288 1292 1492,644 296 1444 552 666 455,0.74 0.77 0.78 0.05 1.0 0.75
51 188 604 914,294 1032 375 738,0.02 0.13 0.21 0.37
491 990 1227 1394,1755 1560 1124 1011,0.38 0.44 0.35 0.69
62 571 721 894 1416,1528 250 678 171 834,0.38 0.65 0.78 0.07 0.87
611 644 727 983 1233 1333 1360 1470,246 348 573 328 365 279 968 723,0.5 0.14 0.2 0.04 0.93 0.58 0.81 0.85
585 608 868 1363,872 204 1074 532,0.35 0.38 0.63 0.06
15 502 1318,687 951 279,0.18 0.67 0.43
184 693 723 1332 1392 1509,1360 398 153 206 166 894,0.03 0.17 0.66 0.78 0.67 0.89
88 321 897 957 1273 1402,258 723 216 891 1324 777,0.49 0.14 0.25 0.96 0.54 0.93
364 424 541 578 774 1021,440 290 564 687 980 244,0.39 0.42 0.79 0.44 0.85 0.69
46 289 522 745 1061 1098 1132,1032 548 652 254 332 556 332,0.72 0.28 0.58 0.03 0.59 0.33 0.9
53 326 609 696 1162 1318,1083 494 1036 216 476 372,0.3 0.16 0.3 0.39 0.92 0.28
488 1360 1430,518 726 1008,0.43 0.56 0.68
750,780,0.34
128 617 1493,159 231 792,0.27 0.75 0.48
448 1024,462 790,0.95 0.71
26 781,176 790,0.58 0.93
49 375 664,1014 687 696,0.11 0.03 0.77
34 234 319 323 681 1332 1515,676 810 320 700 690 276 330,0.04 0.99 0.59 0.91 0.05 0.62 0.64
273 1349,654 580,0.14 0.93
300 577 607 813 1123,588 786 1112 290 392,0.58 0.43 0.23 0.22 0.06
141 191 287 437 730 1373 1417,786 861 312 788 688 1080 722,0.88 0.35 0.39 0.71 0.45 0.12 0.76
502 918 1228,634 1188 438,0.91 0.64 0.04
360,262,0.4
100 543 799 916 1149 1186,585 328 852 771 352 336,0.22 0.48 0.05 0.66 0.66 0.98
44 267 1223 1369,586 415 236 1352,0.9 0.77 0.9 0.07
607,834,0.94
1007 1329 1389 1496 1506,681 495 526 741 1029,0.69 0.23 0.11 0.18 0.66
493 516 776 1271,1056 740 1167 1400,0.32 0.09 0.08 0.68
410 1225 1481,378 688 579,0.26 0.62 0.97
70 103 130 247 480 989 1019,291 380 669 712 844 336 1496,0.87 0.84 0.73 0.69 0.29 0.96 0.34
1472,660,0.71
996 1378 1389,340 219 789,0.49 0.89 0.54
272 332 438 448 681 1093 1314,1173 663 579 462 690 843 192,0.51 0.55 0.59 0.99 0.26 0.21 0.95
342 818 1041 1357,450 405 284 813,0.88 0.53 0.95 0.26
69 346 435 502 1028 1290 1444,1240 424 849 951 896 963 528,0.45 0.46 0.84 0.86 0.74 0.49 0.11
38 94 204 287 787 1242,262 248 480 468 447 594,0.62 0.87 0.88 0.1 0.16 0.67
231 424 747 913,1325 434 732 712,0.29 0.81 0.92 0.45
364 397 414,440 270 554,0.38 0.63 0.67
6 247 283 572 591 1133,459 712 819 753 468 462,0.62 0.41 0.71 0.7 0.92 0.28
310 339 459 982 1025 1308 1448,304 560 256 864 290 516 1970,0.19 0.93 0.54 0.6 0.74 0.25 0.13
596 796 806 1012 1322,192 528 780 552 960,0.89 0.8 0.13 0.49 0.62
195,708,0.88
1070 1540,1053 1056,0.41 0.23
288 311 355 565 571 1480,858 430 162 360 375 576,0.45 0.61 0.7 0.91 0.2 0.58
701 708 1045 1477,375 1472 1110 540,0.43 0.14 0.42 0.44
179 1134,1100 364,0.43 0.92
512 878 901 1161 1361,822 748 897 1436 543,0.06 0.55 0.72 0.67 0.42
121 267 367 903 909 1203 1246,894 249 1396 756 465 292 616,0.42 0.9 0.03 0.29 0.29 0.88 0.45
102 397 1177 1200 1356 1439 1460,735 405 770 748 480 600 639,0.92 0.63 0.25 0.73 0.62 0.34 0.27
43 366 426 532 543 776 1285,501 708 180 774 328 1167 561,0.67 0.77 0.25 0.69 0.84 0.43 0.22
14 290 307 430 436 579 912 1522,579 680 444 540 459 166 526 227,0.24 0.14 0.84 0.84 0.9 0.2 0.39 0.65
565 654 970 1141 1520,360 651 622 536 462,0.54 0.81 0.95 0.32 0.63
11 78 215 631 941,1053 657 237 234 790,0.85 0.21 0.64 0.23 0.06
202 645 918 1251 1288,447 996 891 716 276,0.86 0.78 0.96 0.11 0.43
413 579 662,900 249 690,0.51 0.27 0.93
602 635 718 974 1224 1324 1351 1461,642 413 696 316 496 993 501 768,0.26 0.88 0.76 0.69 0.35 0.21 0.31 0.06
576 599 859 1354,280 696 393 296,0.27 0.3 0.49 0.76
202 1017,447 578,0.36 0.44
347 807 897,480 564 108,0.06 0.07 0.95
58 168 241 485 1034 1223,1155 630 1455 876 873 236,0.73 0.7 0.18 0.63 0.98 0.6
1170 1181,795 531,0.27 0.87
937 1121 1197 1553,1444 1161 628 558,0.04 0.11 0.38 0.4
53 370 540 1002 1522,1444 368 204 827 570,0.37 0.05 0.02 0.86 0.19
30 340 969 989 1172 1372,564 189 352 252 831 747,0.92 0.5 0.08 0.74 0.6 0.99
477 533 1153 1309,258 968 104 692,0.07 0.03 0.4 0.6
121 371,596 264,0.61 0.5
404 517 1166 1559,375 680 663 324,0.43 0.53 0.3 0.93
502 618 851,1268 280 501,0.38 0.47 0.16
1359 1376 1502,496 672 1405,0.82 0.21 0.4
246 308 918 1261 1534,1284 872 891 120 1390,0.15 0.92 0.03 0.31 1.0
30 352 412 518 529 762 1271,564 200 413 408 438 1480 1050,0.94 0.83 0.35 0.04 0.22 0.56 0.32
276 293 416 422 566 898 1508 1558,1158 480 1328 1101 356 348 708 648,0.48 0.27 0.03 0.76 0.9 0.12 0.48 0.7
551 640 957 1127 1506,1284 777 594 1310 686,0.38 0.37 0.68 0.57 0.39
95 161 299 715 1025,438 455 504 465 290,0.75 0.49 0.18 0.21 0.17
188 631 904 1237 1274,1032 312 450 825 393,0.91 0.45 0.76 0.99 0.32
417 583 667,1088 483 798,0.22 0.1 0.74
606 640 723 979 1228 1328 1355 1465,795 777 153 1512 876 678 189 836,0.79 0.69 0.97 0.77 0.07 0.66 0.75 0.12
581 604 864 1359,1136 375 488 248,0.17 0.94 0.82 0.41
11 498 1313,1053 1019 1176,0.74 0.66 0.45
179 689 718 1328 1388 1504,1100 528 696 903 350 476,0.98 0.6 0.21 0.25 0.26 0.35
83 316 892 952 1269 1398,1939 393 1365 1164 1985 1260,0.71 0.52 0.27 0.36 0.06 0.24
360 420 536 769 865 1308,262 454 364 236 836 516,0.19 0.62 0.76 0.25 0.45 0.54
41 285 518 740 1056 1094 1127,267 744 544 591 586 1508 786,0.86 0.42 0.4 0.88 0.95 0.78 0.91
49 321 604 692 1158 1314,1014 482 500 465 396 192,0.44 0.9 0.18 0.65 0.63 0.49
72 88 159 775,822 172 684 190,0.48 0.85 0.47 0.69
1442,492,0.98
251 506 856 1366,488 1104 478 1104,0.07 0.91 0.45 0.69
80 184 384 679 1459 1482 1526,726 1019 162 298 429 120 330,0.9 0.22 0.31 0.97 0.86 0.06 0.91
520 714 1036 1203,1120 1080 642 584,0.43 0.13 0.52 0.72
362 396 412,794 972 413,0.01 0.42 0.03
246 296 572 589 718 861,963 200 753 795 696 980,0.53 0.34 0.6 0.54 0.81 0.81
283 726,1092 963,0.09 0.86
83 1325,1552 286,0.41 0.08
376 859 969,908 393 528,0.94 0.95 0.34
2 411 794,222 102 600,0.62 0.67 0.51
145 800 1183 1300 1533 1537,681 977 616 580 750 1092,0.19 0.3 0.28 0.11 0.57 0.41
292 525 748 1101 1268 1351,362 1140 660 786 520 501,0.04 0.08 0.57 0.76 0.6 0.75
155 215 273 321 332 1390,1524 316 654 964 663 573,0.69 0.59 0.43 0.69 0.27 0.18
80 348 410 889 1047 1056 1139,1089 246 504 644 969 878 858,0.49 0.46 0.78 0.8 0.89 0.89 0.63
863 1373 1402,894 720 1036,0.77 0.41 0.13
395 828 1038 1044 1338 1388 1487,888 516 296 381 666 525 190,0.17 0.63 0.05 0.61 0.72 0.58 0.71
1421 1498,852 459,0.17 0.65
143 576 786 829 1112 1252 1408,492 140 194 434 1074 911 530,0.81 0.82 0.43 0.44 0.32 0.94 0.72
719 1029,735 672,0.97 0.39
1272 1395,744 885,0.27 0.05
363 619 968 1478,364 675 512 1064,0.53 0.15 0.32 0.48
14 36 80 296 496 606 1205,772 720 1452 150 252 795 780,0.9 0.9 0.43 0.54 0.29 0.66 0.83
633 826 1149 1209 1315 1325,296 732 264 540 712 286,0.72 0.21 0.93 0.61 0.06 0.67
491 795,1053 288,0.59 0.69
408 618 824 1134,440 420 1055 546,0.93 0.16 0.99 0.84
1125,663,0.37
249 389 959 1481 1524,636 716 300 579 252,0.02 0.9 0.84 0.1 0.49
106 339 975 1291 1420,1184 420 1880 919 519,0.24 0.25 0.95 0.37 0.2
258 913 1133 1223,344 712 462 118,0.02 0.88 0.9 0.54
1029,840,0.43
146 895 1350,766 130 184,0.92 0.18 0.22
368 1084 1121,455 274 1161,0.17 0.75 1.0
216 659 915 931 1264 1302,1080 1284 574 760 705 555,0.25 0.67 0.76 0.79 0.65 0.54
382 390 407 478 528 950 1093 1426,486 1496 1284 1164 384 1388 1124 1496,0.36 0.93 0.89 0.93 0.82 0.45 0.76 0.85
218 767 850 956 1349 1460 1532,1376 434 532 360 869 639 556,0.7 0.16 0.29 0.35 0.35 0.98 0.75
38 288 388 415 924 1224 1257,524 858 940 873 810 372 582,0.64 0.72 0.48 0.25 0.87 0.69 0.4
30 463 673 679 1122,564 500 822 745 296,0.54 0.12 0.41 0.56 0.33
337 587 687 713 809 1109 1142,300 1308 291 1384 366 220 590,0.79 0.65 0.03 0.46 0.67 0.2 0.62
154,784,0.66
21 104 603 1412 1469,699 1167 615 732 639,0.97 0.73 0.5 0.03 0.24
73 162 229 1017 1171 1354,466 855 669 867 636 296,0.38 0.37 0.6 0.72 0.82 0.19
10 209 919 1285 1308 1351,426 561 462 561 516 334,0.5 0.37 0.45 0.6 0.59 0.85
95 461 528 640 1316 1470 1516,584 1088 192 777 213 482 672,0.89 0.98 0.32 0.33 0.12 0.92 0.05
1 108 191 411 690 860 923 1499,570 438 1148 153 432 936 432 417,1.0 0.64 0.46 0.46 0.94 0.96 0.84 0.29
5 575 887 1141 1357 1423,657 843 360 536 813 711,0.54 0.42 0.51 0.02 0.96 0.2
600 889,693 483,0.8 0.21
462,848,0.71
290 473 839,509 219 264,0.27 0.81 0.18
1089 1559,741 486,0.72 0.95
37 404 426 470 680 686,636 375 180 580 588 728,0.97 0.57 0.69 0.68 0.68 0.73
720 726 1063 1496,430 963 1272 494,0.4 0.93 0.44 0.54
69 312 861 944 1215 1464 1554,1240 426 980 352 438 888 1016,0.53 0.53 0.96 0.97 0.32 0.25 0.72
509 1351,570 668,0.81 0.85
182 243 349 359 592 1418,552 844 702 396 744 644,0.7 0.51 0.73 0.37 0.1 0.59
1374 1457,1156 1336,0.06 0.7
168 817 1199 1210 1416,378 336 1024 509 556,0.43 0.51 0.05 0.19 0.3
304 417 461 744 980 1333 1453,567 816 544 1173 344 186 622,0.79 0.28 0.62 0.77 0.69 0.49 0.8
448,308,0.06
